event,path,timestamp
modified,/etc/dpkg/shlibs.override,2021-01-30T06:07:17
modified,/etc/dpkg/shlibs.default,2021-01-30T06:07:17
modified,/etc/rc5.d/K01sysstat,2021-02-02T22:46:08
modified,/etc/cron.daily/sysstat,2021-02-02T22:46:08
modified,/etc/rc4.d/K01sysstat,2021-02-02T22:46:08
modified,/etc/cron.d/sysstat,2021-02-02T22:46:08
modified,/etc/init.d/sysstat,2021-02-02T22:46:08
modified,/etc/rc3.d/K01sysstat,2021-02-02T22:46:08
modified,/etc/rc2.d/K01sysstat,2021-02-02T22:46:08
modified,/etc/rc5.d/S01avahi-daemon,2021-02-06T21:45:03
modified,/etc/rc4.d/S01avahi-daemon,2021-02-06T21:45:03
modified,/etc/network/if-down.d/avahi-autoipd,2021-02-06T21:45:03
modified,/etc/network/if-up.d/avahi-autoipd,2021-02-06T21:45:03
modified,/etc/init.d/avahi-daemon,2021-02-06T21:45:03
modified,/etc/rc3.d/S01avahi-daemon,2021-02-06T21:45:03
modified,/etc/default/avahi-daemon,2021-02-06T21:45:03
modified,/etc/rc1.d/K01avahi-daemon,2021-02-06T21:45:03
modified,/etc/rc0.d/K01avahi-daemon,2021-02-06T21:45:03
modified,/etc/rc2.d/S01avahi-daemon,2021-02-06T21:45:03
modified,/etc/rc6.d/K01avahi-daemon,2021-02-06T21:45:03
modified,/etc/rc5.d/S01unattended-upgrades,2021-02-19T12:11:42
modified,/etc/logrotate.d/unattended-upgrades,2021-02-19T12:11:42
modified,/etc/rc4.d/S01unattended-upgrades,2021-02-19T12:11:42
modified,/etc/pm/sleep.d/10_unattended-upgrades-hibernate,2021-02-19T12:11:42
modified,/etc/init.d/unattended-upgrades,2021-02-19T12:11:42
modified,/etc/rc3.d/S01unattended-upgrades,2021-02-19T12:11:42
modified,/etc/rc0.d/K01unattended-upgrades,2021-02-19T12:11:42
modified,/etc/rc2.d/S01unattended-upgrades,2021-02-19T12:11:42
modified,/etc/systemd/system/multi-user.target.wants/unattended-upgrades.service,2021-02-19T12:11:42
modified,/etc/update-motd.d/92-unattended-upgrades,2021-02-19T12:11:42
modified,/etc/rc6.d/K01unattended-upgrades,2021-02-19T12:11:42
modified,/etc/fonts/conf.avail/57-dejavu-serif.conf,2021-02-22T09:31:11
modified,/etc/fonts/conf.avail/57-dejavu-sans.conf,2021-02-22T09:31:11
modified,/etc/fonts/conf.avail/57-dejavu-sans-mono.conf,2021-02-22T09:31:11
modified,/etc/fonts/conf.d/57-dejavu-serif.conf,2021-02-22T09:31:11
modified,/etc/fonts/conf.d/57-dejavu-sans.conf,2021-02-22T09:31:11
modified,/etc/fonts/conf.d/57-dejavu-sans-mono.conf,2021-02-22T09:31:11
modified,/etc/apm/resume.d/20alsa,2021-02-22T11:36:28
modified,/etc/apm/scripts.d/alsa,2021-02-22T11:36:28
modified,/etc/apm/suspend.d/80alsa,2021-02-22T11:36:28
modified,/etc/modprobe.d/blacklist-modem.conf,2021-02-22T11:36:28
modified,/etc/modprobe.d/blacklist-oss.conf,2021-02-22T11:36:28
modified,/etc/modprobe.d/alsa-base.conf,2021-02-22T11:36:28
modified,/etc/network/if-down.d/bridge,2021-02-24T14:43:44
modified,/etc/network/if-pre-up.d/bridge,2021-02-24T14:43:44
modified,/etc/network/if-post-down.d/bridge,2021-02-24T14:43:44
modified,/etc/default/bridge-utils,2021-02-24T14:43:44
modified,/etc/fonts/conf.d/65-khmer.conf,2021-02-27T17:21:11
modified,/etc/gnome/defaults.list,2021-03-01T12:41:29
modified,/etc/timidity/timgm6mb.cfg,2021-03-12T19:41:30
modified,/etc/fonts/conf.avail/67-fonts-smc-manjari.conf,2021-03-13T10:13:49
modified,/etc/fonts/conf.d/67-fonts-smc-manjari.conf,2021-03-13T10:13:49
modified,/etc/rc5.d/S01cron,2021-03-17T23:14:10
modified,/etc/pam.d/cron,2021-03-17T23:14:10
modified,/etc/rc4.d/S01cron,2021-03-17T23:14:10
modified,/etc/init.d/cron,2021-03-17T23:14:10
modified,/etc/rc3.d/S01cron,2021-03-17T23:14:10
modified,/etc/default/cron,2021-03-17T23:14:10
modified,/etc/rc2.d/S01cron,2021-03-17T23:14:10
modified,/etc/systemd/system/multi-user.target.wants/cron.service,2021-03-17T23:14:10
modified,/etc/fonts/conf.avail/67-smc-chilanka.conf,2021-03-26T11:00:13
modified,/etc/fonts/conf.d/67-smc-chilanka.conf,2021-03-26T11:00:13
modified,/etc/apt/trusted.gpg.d/ubuntu-keyring-2012-cdimage.gpg,2021-03-26T23:35:45
modified,/etc/apt/trusted.gpg.d/ubuntu-keyring-2018-archive.gpg,2021-03-26T23:35:45
modified,/etc/services,2021-03-27T22:32:57
modified,/etc/dpkg/origins/debian,2021-04-10T20:15:00
modified,/etc/kernel/postinst.d/xx-update-initrd-links,2021-05-27T09:43:32
modified,/etc/default/intel-microcode,2021-06-23T21:43:17
modified,/etc/rc5.d/S01dbus,2021-06-28T12:15:25
modified,/etc/rc4.d/S01dbus,2021-06-28T12:15:25
modified,/etc/X11/Xsession.d/20dbus_xdg-runtime,2021-06-28T12:15:25
modified,/etc/init.d/dbus,2021-06-28T12:15:25
modified,/etc/rc3.d/S01dbus,2021-06-28T12:15:25
modified,/etc/default/dbus,2021-06-28T12:15:25
modified,/etc/rc2.d/S01dbus,2021-06-28T12:15:25
modified,/etc/dbus-1/system.d/com.ubuntu.LanguageSelector.conf,2021-07-06T00:53:29
modified,/etc/default/networkd-dispatcher,2021-07-12T10:56:03
modified,/etc/init.d/keyboard-setup.sh,2021-07-24T03:45:19
modified,/etc/rcS.d/S01keyboard-setup.sh,2021-07-24T03:45:19
modified,/etc/systemd/system/multi-user.target.wants/console-setup.service,2021-07-24T03:45:19
modified,/etc/systemd/system/sysinit.target.wants/keyboard-setup.service,2021-07-24T03:45:19
modified,/etc/alternatives/c99.1.gz,2021-08-05T07:36:11
modified,/etc/dhcp/dhclient.conf,2021-08-09T11:16:08
modified,/etc/dhcp/debug,2021-08-09T11:16:08
modified,/etc/dhcp/dhclient-exit-hooks.d/debug,2021-08-09T11:16:08
modified,/etc/dhcp/dhclient-exit-hooks.d/resolved,2021-08-09T11:16:08
modified,/etc/dhcp/dhclient-enter-hooks.d/debug,2021-08-09T11:16:08
modified,/etc/libblockdev/conf.d/00-default.cfg,2021-08-16T10:48:49
modified,/etc/depmod.d/ubuntu.conf,2021-08-17T09:19:53
modified,/etc/modprobe.d/iwlwifi.conf,2021-08-17T09:19:53
modified,/etc/modprobe.d/blacklist-firewire.conf,2021-08-17T09:19:53
modified,/etc/modprobe.d/blacklist-rare-network.conf,2021-08-17T09:19:53
modified,/etc/modprobe.d/blacklist-framebuffer.conf,2021-08-17T09:19:53
modified,/etc/modprobe.d/blacklist.conf,2021-08-17T09:19:53
modified,/etc/modprobe.d/blacklist-ath_pci.conf,2021-08-17T09:19:53
modified,/etc/debian_version,2021-08-22T17:00:00
modified,/etc/perl/Net/libnet.cfg,2021-08-25T18:11:56
modified,/etc/logrotate.d/dpkg,2021-09-11T18:35:03
modified,/etc/logrotate.d/alternatives,2021-09-11T18:35:03
modified,/etc/rc5.d/K01speech-dispatcher,2021-09-14T22:03:36
modified,/etc/logrotate.d/speech-dispatcher,2021-09-14T22:03:36
modified,/etc/rc4.d/K01speech-dispatcher,2021-09-14T22:03:36
modified,/etc/init.d/speech-dispatcher,2021-09-14T22:03:36
modified,/etc/rc3.d/K01speech-dispatcher,2021-09-14T22:03:36
modified,/etc/rc1.d/K01speech-dispatcher,2021-09-14T22:03:36
modified,/etc/rc0.d/K01speech-dispatcher,2021-09-14T22:03:36
modified,/etc/rc2.d/K01speech-dispatcher,2021-09-14T22:03:36
modified,/etc/rc6.d/K01speech-dispatcher,2021-09-14T22:03:36
modified,/etc/X11/Xsession.d/90qt-a11y,2021-09-18T23:25:19
modified,/etc/environment.d/90qt-a11y.conf,2021-09-18T23:25:19
modified,/etc/rsyslog.d/20-ufw.conf,2021-09-19T05:07:33
modified,/etc/ufw/sysctl.conf,2021-09-19T05:07:33
modified,/etc/init.d/ufw,2021-09-19T05:07:33
modified,/etc/rcS.d/S01ufw,2021-09-19T05:07:33
